index,content,token
2359,"And it's just mind clearing, right?",35
2360,You go out surfing like your mind is clear.,43
2361,It's kind of like your Jitsu.,29
2362,"Hey, you got to get out there.",30
2363,"You don't even know what you, sometimes you don't even, you know, you get done with a good role in Jitsu and you say, well, hey, you don't barely even remember it because your mind is just gone.",194
2364,You're just monkey mind.,24
2365,This is total zen state.,24
2366,Same thing with the being in the water from me surfing.,55
2367,"Same thing like, oh, I'm out here and my mind is just empty.",60
2368,It's monkey mind and I think that's really good for you.,56
2369,"Plus the fact it's humbling, plus the fact it's healthy.",56
2370,"So yeah, I just have a strong connection to the ocean.",54
2371,I know my son's a real water man.,33
2372,"You know, he's out.",19
2373,He serves all the time.,23
2374,I'd hate to do that to him and then my little daughter's getting her surfing on.,80
2375,"So yeah, it's just one of those things, man.",44
2376,"Yeah, I get it.",15
2377,There's a reason why surf towns like like towns that are near the ocean or chill.,81
2378,Like you get humbled by that.,29
2379,Like you take yourself seriously.,33
2380,"Look at that fucking body of water over there, stupid.",54
2381,"Yeah, you ain't shit.",21
2382,"You know, people say, well, it makes the seal team so good.",59
2383,And one of the major components is the ocean.,45
2384,Yeah.,5
2385,"Because when you've got to do an operation that involves the water, it just sucks.",82
2386,It just everything about it sucks.,34
2387,Everything about it sucks.,26
2388,"You're getting in a, you know, you're parachuting from a plane into the water.",78
2389,It's nighttime.,15
2390,"You got boat, there's freaking parachute like drifting around.",62
2391,You got to get your motor started.,34
2392,It's freezing cold.,19
2393,Boats flip over.,16
2394,Then you got to drive that boat to the beach and you got to drive through the surf zone.,88
2395,The weapons are covered with sand.,34
2396,You're freezing cold.,21
2397,It's just everything sucks.,27
2398,Everything sucks about it.,26
2399,"So when that's kind of your starting, and by the way, you haven't even conducted your operation yet.",100
2400,You haven't even started the operation.,39
2401,And you're freezing cold.,25
2402,You're tired.,13
2403,Your radio got flooded out.,27
2404,Your night vision goggles are freaking filled with sand.,56
2405,Everything sucks.,17
2406,And now you got to conduct your operation.,42
2407,"So in order to survive that way on a regular basis, that's one of the things that makes the seal teams good is where we're used to this one additional component.",161
2408,All the time that you always have to deal with.,47
2409,You have to figure that out.,28
2410,You have to be able to gut through it.,38
2411,"That's why in basic seal training, they just put you in the water for a long time.",82
2412,They just put you in there.,27
2413,We have to develop an attitude that embraces the suck.,54
2414,Oh yeah.,8
2415,Yeah.,5
2416,For sure.,9
2417,"You actually enjoy it in some way, some crazy way that you know it sucks.",73
2418,"Like that video that I always quote, your video good.",53
2419,"Dude, I listened to that in my head all the time.",49
2420,And I watched the video a ton of times and listened to it.,58
2421,I played it on this podcast at least four times.,48
2422,But I hear it when I'm training.,32
2423,"Like if I'm running hills and I'm fucking exhausted and there's like another hundred yards to get to the top of that hill, I hear good.",135
2424,Good.,5
2425,Good.,5
2426,You're exhausted.,17
2427,It means you're fucking doing it.,33
2428,Good.,5
2429,"Well, suck it up.",17
2430,What's your choice?,19
2431,What else are you going to think about?,39
2432,Cry.,4
2433,"You know, cry, curl up in a ball.",33
2434,I can't do it.,14
2435,"No, it's like, no, actually good.",33
2436,Bring it.,9
2437,Let's make this happen.,23
2438,Yeah.,5
2439,I'm going to do that in the sauna when I'm exhausted in the sauna.,66
2440,And it's like 190 degrees.,26
2441,And I'm 19 minutes in and I'm doing a 30 minute session.,56
2442,"I'm like, good.",15
2443,Good.,5
2444,Sucks.,6
2445,It means it's going to have a great effect on your body.,56
2446,You're going to get that whor medic effect.,43
2447,"This is how you get the heat shock proteins, pussy.",51
2448,Hang in there.,14
2449,Good.,5
2450,"If you want to do something that's worthwhile, it's going to suck.",66
2451,It's just going to suck.,24
2452,And you might as well just enjoy that part of it.,49
2453,Yes.,4
2454,Yeah.,5
2455,I mock myself too.,18
2456,It's everything I do.,21
2457,"Oh, you make fun of yourself.",29
2458,"Oh, all the time.",17
2459,Yeah.,5
2460,I get pissed at that little part of my brain.,45
2461,"I'm like, oh, really?",21
2462,You think you're going to listen to you?,40
2463,Yeah.,5
2464,Not happening.,14
2465,Not happening.,14
2466,I put these things in the kids books.,37
2467,You know what I mean?,21
2468,Put those things in the kids books.,35
2469,Like there's one of the kids books talks about this hail horrible hill.,71
2470,"You know, like this is what you're going to face horrible hill.",63
2471,And what are you going to do?,29
2472,"You know, it's going to suck.",29
2473,Just got to do it.,18
2474,Yeah.,5
2475,You just do it.,15
2476,"But the thing is, it's always sucks while it's happening.",57
2477,It's always fucking horrible.,29
2478,"But then when it's over, it feels great that you got through the suck.",70
2479,"And I don't think most people who don't experience suck, they don't experience that feeling of conquering suck.",111
2480,Yeah.,5
2481,And that's the important thing to try and remember.,51
2482,Yeah.,5
2483,Right?,6
2484,So you remember it.,19
2485,I remember it.,14
2486,I remember what that feels.,27
2487,"So even when it's sucking, I'm like, I know how this is going to feel.",70
2488,I know how this plays out.,26
2489,And you know what?,18
2490,"Actually, I know other feeling, you know, is when you don't do it.",66
2491,Yeah.,5
2492,"And the end of the day comes, you're like, dude, that was pathetic.",67
2493,"You didn't even, you know, you, and that's just the worst feeling.",66
2494,That's the feeling that really makes you sick.,46
2495,"And so between that carrot and stick, carrot being like, I know this is going to be good and stick being, I know at the end of the day, if I'm putting my head on the pillow, and I was a bitch, that doesn't feel good.",216
2496,I don't want none of that.,26
2497,It's the worst feeling of all time.,35
2498,It's being disappointed in yourself.,36
2499,"Well, it's also when you're a type of person that wants to achieve, and so you're always trying to get things done, you're always trying to push yourself.",154
2500,"When you fall short because of cowardice, or because it is the worst feeling that, or just, just failure, any kind of failure, the reason why you, one of the reasons why, I mean, at least I can speak for myself personally, I do think so hard is because I've felt that sting of failure.",285
2501,"You need to know what that feels like, especially when you quit.",64
2502,"You need to know what, yeah, see, that's it.",44
2503,"You need to know when you're on, and you need to hear that, that fucking sting, feel that sting so that when it comes up again, you're like, not today, bitch, not today.",169
2504,I've been here before.,22
2505,"Keep going, keep going, find a way, but there's something about good.",69
2506,"It's just even saying it, it makes me smile.",44
2507,"Really does, it works, it really does work, because it's an attitude changer, and I use the song, the song is really easy, it's not that bad, it's just fucking 30 minutes, you just deal with it.",194
2508,"But there's something about those last 11 minutes that you can get in your head like, fuck, I mean, really, I probably get the good effects if I just sleep now.",160
2509,"There's like all these little mind games you play, but if you just say good, was it suck?",89
2510,Good.,5
2511,I start smiling.,16
2512,You can rationalize a lot of that.,34
2513,You can start rationalizing of why.,35
2514,"Well, these last four minutes won't really make that big of a difference.",73
2515,A shift in perception.,22
2516,I always notice that from listening to music when I run.,56
2517,"There's something about listening to a great fucking song, when a great song kicks on, when you're running, like if I'm running in Ted Nuget's Stranglehold, it comes on.",169
2518,"There's something about Stranglehold, because it also has a double meaning, right?",82
2519,"It's jujitsu, it's Stranglehold.",32
2520,"You know, you're like, so when you hear that, here I come again now, baby.",74
2521,I can run.,10
2522,I can run.,10
2523,I can get extra energy.,23
2524,"I'm like, where the fuck is that energy coming from?",52
2525,"Well, it's coming from my mind, right?",38
2526,The music stimulates my mind.,29
2527,It kicks in those endorphins.,29
2528,"And then all of a sudden, I got an extra gear.",46
2529,"Well, how come I can't just conjure up that fucking extra gear?",63
2530,I think you can.,16
2531,You can't.,10
2532,You got to figure out how to do that all the time.,50
2533,"Yeah, that always is horrible to see like, you know, in a fight when a guy, either he loses a fight.",100
2534,"And after he loses the fight, he's raging.",42
2535,"He's all mad, but he was just gassed.",37
2536,Right.,6
2537,He was just gassed.,19
2538,Right.,6
2539,Where was that?,15
2540,Where was that right there?,27
2541,Two and a half minutes ago.,27
2542,"Yeah, I mean, sometimes it's just overcoming anxiety for fight or sometimes it's just that when it's over and the plug is pulled, you know, it's over and they're like, fuck!",173
2543,Yeah.,5
2544,And then they're angry and raging because they realized they failed.,68
2545,They didn't manage their energy correctly.,42
2546,They didn't manage their mind.,30
2547,They're anxiety.,16
2548,"Yeah, exactly.",14
2549,I'm feeling a fucking loser.,28
2550,"Ah, fucking loser.",18
2551,"I'm so hard on myself, man.",27
2552,"Everything I've ever done wrong, everything I've ever said wrong, just everything.",82
2553,"Just say, I'll be in the middle of working out sometimes and I'll think about and go, fuck!",91
2554,But that is also that hard-natured.,35
2555,That's what makes yourself.,27
2556,Yeah.,5
2557,And that keeps you going.,25
2558,That makes you achieve.,23
2559,It's like people think that it's easy to just kind of go out there and get things done.,87
2560,But it's not.,13
2561,That's why most people don't do it.,35
2562,"Yeah, you know, so I don't sleep a lot, right?",46
2563,"And some of my people are like, and look, I'm not saying you shouldn't sleep a lot.",83
2564,Everyone should sleep as much as they can.,42
2565,I don't sleep a lot.,20
2566,"People are like, hey, no, why don't you sleep more?",51
2567,"And I'm like, bro, I wish I could.",34
2568,"I wish there wasn't this little thing in the back of my head going, hey, hey, you know, you're actually that you could be doing a lot more right now.",149
2569,What about this?,16
2570,What about that?,16
2571,What about the other thing?,27
2572,"Like, that's what's going on in my head.",40
2573,"That's going, gee, I have to get up.",36
2574,"Like, no, there's a thing in there going, you better get up.",60
2575,You better get up.,18
2576,They're tracking on you.,24
2577,They're watching you.,21
2578,You better get up.,18
2579,It's happening.,15
2580,There's a bad guy out there.,28
2581,He's training harder.,21
2582,Like that's what's in my head.,30
2583,"It's not in my head like, oh, no.",33
2584,"Hey, please let the freaking, let the freaking powers of the world allow me to go into bed at night and just pass out and be like, oh, I'm good.",144
2585,I'm satisfied with my life right now.,37
2586,I wish I could feel that for freaking eight hours a night.,58
2587,It ain't there.,15
2588,It ain't there.,15
2589,"It's like, oh, people talk about staying hungry.",48
2590,I've been starving.,19
2591,I'm starving.,13
2592,All the time.,13
2593,All the time.,13
2594,"Like, stay hungry.",18
2595,"Yeah, you have to like, yeah, I know.",37
2596,It's different ends.,20
2597,It doesn't end.,15
2598,That's the thing.,17
2599,"As soon as I get somewhere, as soon as I get somewhere, I'm like, oh, where else?",81
2600,I need to go.,13
2601,I need to go somewhere else.,28
2602,"Yeah, no worry about getting soft.",34
2603,Yeah.,5
2604,"Yeah, always.",13
2605,"No matter what I've ever done, if I was like, one day, there'll be a thing where I'll become satisfied and calm.",112
2606,"No, with everything that's good that comes, now there's an equal fear of becoming a pussy.",90
2607,"There's a fear of now becoming lazy and becoming like second rate and just like, god damn it.",93
2608,There's no end.,15
2609,Yeah.,5
2610,"No, so now I don't even think there's an end.",45
2611,"No, there's definitely not an end.",34
2612,"That's what's funny about shooting the bow, right?",50
2613,Is what I find funny about shooting the bow is anger aggression really doesn't help you.,88
2614,At all.,7
2615,"Yeah, at all.",13
2616,"You know, it fucks you up on.",29
2617,"Yeah, that's what I'm saying.",29
2618,Because anger and aggression is all fast twitch shit too.,57
2619,It's all movement.,18
2620,"Whereas the bow is like, you got to have the mind of no mind.",61
2621,You got to just execute and just stay completely focused on the task.,69
2622,Totally detached from what's happening.,39
2623,Yeah.,5
2624,And he's got to sit there and let that deal.,44
2625,"Oh, it's totally a new skill.",29
2626,"And for me, like, the competition that I experienced, I only, the only competition I had other than inside the gym, you know, training partners is fighting and that's all fast stuff.",182
2627,It's all like explosions and movement.,38
2628,"So anytime where there's danger and anxiety and fear, your body's geared up to go quick and move quick, but with hunting, it's the opposite when you're drawing back on an animal, all that anxiety, like you better get that quick out of your head.",245
2629,Yeah.,5
2630,"Yeah, there's no quick.",23
2631,There's execute and calmness.,29
2632,Stay in the zone.,17
2633,Nothing exists other than the process of executing the perfect shot.,68
2634,It's the same thing with shooting.,34
2635,"You know, you have you draw fast.",33
2636,"Yeah, yeah, yeah, yeah.",23
2637,"You move fast, you draw fast.",29
2638,"And then as soon as you punch out that weapon, you got to go boom.",66
2639,"And like, you just got to let that thing go.",44
2640,Yes.,4
2641,"You see guys, myself included, like you ever shot headplates before?",68
2642,Yes.,4
2643,"And you know, there's six headplates.",37
2644,"You'd see me or someone else, they miss one and if they don't let that go, then everything falls apart.",103
2645,The wheels fall off.,20
2646,"If they miss one and then they try and shoot, usually I would just miss one and just keep shooting.",99
2647,Like it didn't even happen.,27
2648,Maybe go back and get it where you kind of have to go back and get it.,70
2649,"But if you go, how did I miss that?",35
2650,It was just a total and complete and utter disaster.,52
2651,There was a great video that Tim Kennedy put off of him shooting on the range.,78
2652,"And you know, he puts dummy rounds in with his regular rounds and he hits the dummy round and click and he's like, look at that trigger control.",144
2653,Trigger discipline because like there was no flinch.,52
2654,There was no nothing.,21
2655,It was just click.,18
2656,There's no movement.,20
2657,It was perfect.,15
2658,"You know, which is what you're trying to achieve.",49
2659,What you're trying to achieve?,30
2660,"You're trying, you know, the last thing you want to see is click.",65
2661,You look weird fucking.,23
2662,Remember when I first started shooting rifles?,46
2663,Like that's what I would experience.,36
2664,That thing we were anticipating.,32
2665,"The 30 win mag, 300 win mag.",28
2666,So it's got a lot of kick to it.,32
2667,"You know, it's a boom.",22
2668,It's like a loud kicking gun.,29
2669,So there was no round in the chamber.,37
2670,"And I saw myself doing them like, you bitch.",44
2671,Like you better learn how to stop doing that.,45
2672,One thing that's interesting is learning how to shoot a bow radically increase my accuracy with a rifle radically because it's so still.,136
2673,"There's so much stillness and everything's freehand, right?",59
2674,You're very rarely shooting a rifle at an animal freehand.,58
2675,You're usually trying to find a rest.,37
2676,"Unless it's like inside of, you know, 60, 70 yards, you're probably going to try to rest.",89
2677,"You're not going to shoot a 300 yard shot with a rifle freehand, but with a bow, everything's freehand.",103
2678,"So with a rifle, I just knew that all it was, just squeeze, squeeze, squeeze, let it go off.",92
2679,"Just let it go off, squeeze, squeeze, boom.",43
2680,"Like when I started shooting at a Terrentactical shooting on the range, the easiest thing for me was a rifle.",109
2681,"I was like, oh, God, all I have to do is just squeeze and the trigger will go off.",82
2682,I'm so used to a bow where there's so many moving parts and you're using your back and you let it go off a surprise shot.,121
2683,It made a big difference in my rifle accuracy.,46
2684,Yeah.,5
2685,That was when Dudley was teaching me how to shoot.,50
2686,And Andy was there too.,23
2687,So Andy was like translating for me.,36
2688,"He's like, hey, what do you mean?",33
2689,He's translating it to seal pistol shooting and they're kind of like communicating to each other.,97
2690,"And then Andy said, hey, what are you saying is like, you know, frontside focus.",80
2691,"I was like, okay, cool, got it.",31
2692,And that was awesome to have freaking Dudley.,45
2693,I know.,7
2694,"The first person that ever shows me anything about archery is Dudley saying, hey, here's the bow and here's exactly how to shoot.",129
2695,You idiot.,10
2696,"And I'm like, thank you.",24
2697,That's pretty goddamn lucky.,28
2698,"Yeah, I mean, we're both real lucky in that regard.",51
2699,I learned how to bow hunt from camhains and John Dudley.,56
2700,"Like, geez.",11
2701,It's pretty lucky.,18
2702,Those are like the world champions.,35
2703,"Yeah, yeah, that's Jordan and Kobe Bryant or Jordan and LeBron James.",69
2704,Completely.,11
2705,"Yeah, 100%.",11
2706,Yeah.,5
2707,We're very fortunate.,21
2708,"And there's something about hunting too that once you, it seems like when you're looking out on the surface, it seems so straightforward.",137
2709,"And then once you start doing it, it's very much like martial arts.",67
2710,"Well, you're like, god damn, there's a lot of layers to this shit.",66
2711,"There's so many layers, you know, and then when you're hanging out with a guy like cam or a guy like Dudley and you hunt with them and you see them hunt, you go, oh, like this is, I get it.",189
2712,This is a black belt.,21
2713,"Oh, yeah.",9
2714,This is some Mundiales champion here.,37
2715,"Oh, yeah.",9
2716,"Yeah, it's exactly what it is.",30
2717,"It's so, so crazy.",18
2718,Yeah.,5
2719,It's so crazy to see those guys in action and just to be like listening to what Dudley's telling me about what a freaking elk is going to do.,141
2720,Yeah.,5
2721,He's got to come over here.,27
2722,Yeah.,5
2723,"I'm like, well, I guess that's just about to happen.",52
2724,"Oh, and it just happened.",25
2725,Yeah.,5
2726,"Well, it's madness.",19
2727,"And then what Dudley too is like, he's so into cooking it too.",62
2728,He's so good at cooking.,24
2729,It's like you get the whole lifestyle thing from him.,53
2730,"You get like this learning how the art of archery, which really is an art form.",79
2731,"It's an art form, just like martial arts are.",45
2732,And then this moment of keeping your shit together and the execution of a shot and then the big payoff when that does happen and then the harvesting the animal carrying it out and then the meal.,194
2733,"That meal afterwards when you've had a successful hunting trip, it's like, god damn, we're in camp in Utah and Dudley made that neck, that neck roast with, with jalapenos, and the bell peppers and the holy shit that was good.",225
2734,But it was also so good because you knew what went down.,56
2735,"You know, you were there when he shot the elk.",46
2736,It's all so crazy.,18
2737,It's so satisfying that I can't imagine it not being a part of my life and not being a part of my diet.,103
2738,It just changes you.,20
2739,So it's too bad that it's not more available to people.,55
2740,Yeah.,5
2741,"Yeah, it's not.",15
2742,It's hard.,10
2743,There's a high bar for accessibility.,37
2744,"It's very, and we got real lucky.",33
2745,"Oh, for sure.",13
2746,"We get to hunt at the desert ranch in Utah, which is this incredible place.",75
2747,It's a private property.,24
2748,It's all wild animals.,22
2749,"There's no fences, but it's private property.",45
2750,So there's not an overwhelming number of people.,48
2751,Like there's a lot of guys that they try to go on a public land and unless you're willing to hike in 20 miles and there's a lot of guys that are willing now to hike in 20 miles because there's now this culture of these really fit backpack hunters like these Aaron Snyder type dudes who put these fucking heavy packs on and they just go.,336
2752,They're training for this moment all year round.,48
2753,"Like Aaron has this crazy setup in his gym where he has this elevated treadmill and then each, the treadmill on each side has a like a, like an Olympic bar and you lift the bar so you're holding weight and you're going up this elevated treadmill.",246
2754,"I'm like, Jesus, fucking Christ man.",36
2755,But that's what you have to do if you want to be mountain fit to be able to do that.,84
2756,And that's the barrier for entry to go and do these public land hunts.,70
2757,Everybody stops at the trailhead.,33
2758,Everybody gets out of their car and then how far are you going to go?,69
2759,Because he's willing to go 20 fucking miles in.,47
2760,Are you willing to go 20 miles in?,34
2761,Yeah.,5
2762,That's going to take eight hours and then come 20 miles back out with a moose on your back.,91
2763,That's like that's the totally legit.,37
2764,Totally legit.,14
2765,That's as legit as it gets.,27
2766,Yeah.,5
2767,And most of those guys all had to learn themselves.,51
2768,"They ought to teach themselves and you know, they've all, you know, we're real lucky that like we get this amazing coaching.",124
2769,"So we're getting these, even though there's so many layers to it and we're both kind, I mean, I've been doing it now.",117
2770,"I've been hunting for eight years, bow hunting for, I guess six, six ish, total rookie.",87
2771,"You know, I'm still like a blue belt or maybe, maybe I'm like getting ready to be a purple belt.",96
2772,Maybe I might get my purple belt soon.,38
2773,"But you know, you go out with those guys.",41
2774,They're fucking 10 degree black belts.,38
2775,"And it's like there's, even though there's, you know, there's this barrier for entry, it is still possible.",107
2776,It's still possible.,20
2777,But it's just like jujitsu.,27
2778,"It's like when you, when you're talking to that blue belt, you're like, keep fucking going.",91
2779,Yeah.,5
2780,And you can make it.,20
2781,You can do this.,16
2782,I have to at least bring this up a little bit to clarify a little bit.,70
2783,What I did to John Dudley on the jujitsu mats.,46
2784,You broke his neck.,19
2785,You broke his fucking neck.,27
2786,There's Amy what you did.,25
2787,"Here's the only part that you're missing, missing a little bit, right?",70
2788,"So I'm giving him his wife, like a jujitsu private.",51
2789,"So you broke his neck and his, Andy's there.",44
2790,Andy's there.,13
2791,Andy's there.,13
2792,Little dud was there.,21
2793,"So it was like, it's getting worse.",35
2794,I think your friend was a wife and his son.,43
2795,"So I'm just completely, you know, I'm chilling and okay, this is this, this is that.",84
2796,"And I'm not even, I'm not even doing it.",40
2797,"Like this is that we, in one weekend, Andy, John and me, we did, we did archery, which I had never done before.",111
2798,"Then we did jujitsu, which John had never done before.",54
2799,"And then we went on the wind tunnel, which John had never done before.",70
2800,"You know, because Andy's like a sky god, parachuting, blah, blah, blah.",71
2801,And so we did those three things.,33
2802,It was kind of like a cool weekend.,35
2803,"I mean, that's kind of an epic weekend, really?",47
2804,Pretty good.,12
2805,Let's be honest.,16
2806,So it's jujitsu time.,21
2807,"So I'm like, okay, cool.",24
2808,"So I'm going over, hey, this is the guard.",42
2809,This is the mount.,18
2810,I'm going over all the basic stuff.,35
2811,"I'm, I'm, I'm just giving the basic overall kind of concepts.",61
2812,"So I get done with that, you know?",34
2813,And I'm done.,13
2814,Like I'm done.,14
2815,"I'm, I'm just done.",19
2816,"I'm like, okay, you know, great.",32
2817,It's good introduction.,23
2818,"And then Dudley is like, well, let's go a little bit.",53
2819,"And I'm like, does the wrong language?",38
2820,I would have pulled them aside.,31
2821,Come here.,10
2822,"So, so he's like, let's go a little bit.",40
2823,"And even that, you know what?",29
2824,I'm totally cool with that.,27
2825,"Of course, he wasn't, I, he wasn't mean.",40
2826,And he wasn't thinking he was going to be.,42
2827,That wasn't it.,15
2828,He wants to experience it.,26
2829,"Yeah, I shouldn't have even said let's go a little bit.",55
2830,"He was like, he was like, hey, can we, can we try it?",53
2831,You know something like that?,29
2832,Just being cool.,16
2833,"And I'm like, absolutely, man, no problem.",42
2834,"So, so I lay down on the ground, right?",39
2835,"And I'm like, he says, well, what should I do?",46
2836,"I go, you know, just attack me.",31
2837,"So, I lay down on my back.",26
2838,"I'm like, just attack me.",25
2839,And guess what he did?,22
2840,What he did.,12
2841,He freaking attacked me.,24
2842,He like came at me.,19
2843,"And Doug, he's a big, strong athletic guy.",42
2844,"He's six, what is he?",21
2845,"Six, five?",10
2846,At least.,9
2847,Yeah.,5
2848,"So, he come, he fuck, he grabs, and I'm chilling.",49
2849,"You know, I'm just like, okay, cool.",36
2850,He comes at me.,15
2851,"I think I, he like grabbed me.",30
2852,And so I kind of replace guard.,31
2853,"And then I sweep him and I'm, and so I'm mounted.",49
2854,And all this is just pretty chill.,34
2855,"And I put in a, a Z-Kill choke, right?",38
2856,"Which I have a little, yeah, no G is equal choke.",49
2857,"I have a little, I have a little good technique for doing it, but no big deal.",78
2858,So I put in the a Z-Kill choke.,31
2859,"He's, this is the thing that I really wish I should have explained more because we hadn't rolled.",97
2860,"I wasn't like, hey, when you start to feel like you got a, you got to tap out, right?",85
2861,"He knew to tap out, but I kind of figured everyone knows how to tap out.",72
2862,"So I put the choke in on him, right?",36
2863,"Well, he doesn't know what to do.",33
2864,"So he, he's grabbing me and he's pulling, he's squeezing me.",60
2865,So he's on the bottom.,22
2866,"I mounted, I've got the Z-Kill choke in.",40
2867,"And in order to defend himself and his own mind, he's squeezing me into him.",76
2868,"Which the way I do my Z-Kill choke, it hurts.",45
2869,"I mean, it compresses the choke even more.",42
2870,"And so what are you doing, specifically?",40
2871,"Basically I put my hand, I make a fist and I put my fist in my sternum.",71
2872,"And then I, you know, grab the form here and then arch my shoulder so there's the neck right here.",98
2873,"It closes it, right?",20
2874,So it's closed.,15
2875,"So you're putting the fist into the, right, it's a, it's a, it's a trake.",73
2876,It's an air choke.,18
2877,It's gnarly.,12
2878,Okay.,5
2879,"And so I'm just doing this and you can see that hole and you shrug, but as I'm doing this, he's panicking and pulling me into him.",130
2880,Oh Jesus.,9
2881,And he only did it for a second and then he tapped out.,55
2882,"And I was like, yeah, you know, I wasn't, I was just like, oh, you know, boom.",78
2883,And then he taps.,17
2884,"And then the rest of the story is, I guess I didn't know a lot about the rest of the story.",91
2885,I didn't know any of the rest of the story.,43
2886,"Cause he didn't want to see, he's like a baby.",46
2887,"Yeah, fractured like his high white bone and then it built calcium up around it.",80
2888,"So he calls up Andy one day and he goes, dude, I think I got throat cancer cause there's something growing in my throat.",120
2889,"And he goes, the doctor gets an ectra and he's like, hey, did you do something to your neck?",92
2890,"Because there's a, there's a hairline fracture that's not now calcium deposit around it.",88
2891,"And he's like, oh, I know what happened.",40
2892,"So I guess in my defense, why did you just get him in like a head and arm too?",78
2893,"It wasn't that, it wasn't like a big deal.",42
2894,"It wasn't, it wasn't crazy.",27
2895,It wasn't crazy.,16
2896,It was just normal.,19
2897,"It'd be like, if you grabbed somebody that showed up here is like, hey, you know, like can you roll with me?",108
2898,"You'd be like, oh, cool.",24
2899,And you'd put him in a kind of whatever presented.,50
2900,"It's all maybe arm-ocum, maybe you'd do a commitment.",53
2901,"The problem is when you get used to doing certain types of chokes and then you're doing it to someone who doesn't, especially that where you got a fist in a neck.",162
2902,"And I, this is, I guess this is the only thing.",47
2903,Make no mistake about it.,25
2904,"Even though I was just chilling, he was not.",44
2905,"He was going level seven, berserk or moat, I'll be.",51
2906,"Ha, ha, ha, ha, ha.",19
2907,"He's such a good athlete, you know?",35
2908,There's a thing about people that have never done jujitsu when they're doing it with someone who's a black belt.,112
2909,They probably feel like they can just kind of go crazy and you'll just absorb it and deal with it.,98
2910,And so they just try it.,24
2911,Let's see what happens when I go crazy.,39
2912,So now he holds this over my head.,34
2913,"You know, he should.",20
2914,He broke his neck.,18
2915,Yeah.,5
2916,"Oh, I know, I know.",19
2917,"One day I'm like, I'm like, we're up in Montana.",48
2918,"And I said, hey, man, he's like, he sits like, he was at my house, he's like, oh, thanks for having us over.",108
2919,"I go, bro, you, you, you, you, you, you taught me how to do this.",65
2920,"You brought me up here, you take me hunting, like you're doing all this awesome stuff, man.",91
2921,"I, you know, you're the man, dude, I really appreciate it.",58
2922,"He goes, yeah, and you know what you did for me?",48
2923,"I'm like, what?",15
2924,"He goes, broke my neck.",23
2925,"It's awful, bro.",16
2926,"It's all good now, though, right?",33
2927,"Oh, yeah.",9
2928,So I'm bothering him anymore.,29
2929,"Oh, I don't know about that.",28
2930,I thought you meant it's all good between us.,45
2931,It's all good between us.,25
2932,"You just said we do, bro, we're freaking.",41
2933,I think every time he swallows and thinks about you.,52
2934,"No, he coughs.",14
2935,"Oh, no, he coughs.",18
2936,"Hopefully, I mean, I haven't talked to him about it.",52
2937,I don't like to break it up a lot.,34
2938,But...,6
2939,So there's something in there that's fucking where there's throat.,66
2940,Something that's making him cough.,34
2941,So they'd have to probably get in there and scrape it.,54
2942,"So while we're hunting, he would be like, and then he'd look at me.",67
2943,"Oh, no.",7
2944,And I'm just thinking of such a horrible person.,48
2945,"Oh, no.",7
2946,"And it's, you know, I always say like, you know, I've been a Dean Lister, I've been Dean Lister's training partner for 20 something years.",138
2947,"Up until recently, he never hurt me and I never hurt him.",57
2948,Never.,6
2949,"I mean, Yeah, because he ended up hurting me.",45
2950,And he ended up hurting me in the dumbest possible way.,55
2951,I show up to class.,19
2952,"This was like, this is over a year ago, because I hurt my archery for a while.",78
2953,"I show up to class late, right?",31
2954,"And he's teaching and we're just gonna roll, but I come out and he's like finishing the class.",94
2955,And I'm cold and I'm just getting on the mat.,45
2956,"And he says, oh, let me show something.",39
2957,"He goes here, lay down.",23
2958,And he gets a...,16
2959,"He gets a straight, like he gets an Americana on me or a Camira, but anyways, he's like, hey, try and get out by straightening your arm.",136
2960,And the whole class is watching.,32
2961,"He goes, try and get out by straightening your arm.",51
2962,"And I go, okay, cool.",21
2963,"And so he puts me across, he gets across side, he puts the, I think it was, I think it was an action of Camira.",111
2964,"He says, he says, all right, now try, and this isn't running class.",67
2965,"He goes, try.",13
2966,So he's like straight arm Camira.,33
2967,"He's about to straight, he's about, my arm is here and he's about to straight.",78
2968,"He wants me to try and get out by like doing almost like a hitchhiker, skateboard or something.",95
2969,"So he says, he says, try and get out by straightening your arm.",63
2970,"I go, okay, I straight my arm and he just, in a millisecond, and you could hear it.",83
2971,"Arm locks me, totally destroyed my arm.",39
2972,"No, not totally.",16
2973,It was injured very bad.,24
2974,The first time in my life I had to get a sling.,47
2975,"This bro, this guy comes over to me, Dean Lister, and he goes, bro, and he's such a nice guy.",93
2976,"He's, oh, bro, I'm so sorry.",28
2977,"And he goes, I didn't know your elbow wasn't very flexible.",59
2978,"I go, bro, it's an elbow.",25
2979,Elbows aren't flexible.,23
2980,"They're bone, dude.",19
2981,I didn't know your elbow wasn't flexible.,41
2982,Ugh.,4
2983,"Dean needs a DNA test, because I know he's at least 86% in the end of the tall.",79
2984,"Yeah, at a minimum.",19
2985,"The way his neck and shoulders move together, like you can see that dude with like a big club.",94
2986,For sure.,9
2987,"And a total, total mutant and a savant on the Jiu Jitsu mats.",61
2988,A complete savant on the Jiu Jitsu mats.,40
2989,"Well, he's literally the missing link.",38
2990,"He's the link, I shouldn't say the missing link, the link to Jiu Jitsu expanding into the leglock.",98
2991,Modern Jiu Jitsu.,17
