title,index,content,token
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",0," battle not with monsters, lest ye become a monster.",52
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2429,"My wife says, hi, it's so nice to hear your voice.",50
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2430,She comes up.,13
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2431,"She says, hi, dear.",19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2432,She gives you a hug.,20
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2433,"She says, how is your day?",26
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2434,"And you say, well, we'll sit and talk about that.",49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2435,How is your day?,16
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2436,"Well, we'll sit and talk about that.",36
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2437,Do you need something to eat?,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2438,Probably.,9
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2439,Let's go sit and talk about our day.,36
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2440,"It's like, that sounds pretty good.",35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2441,"Okay, that sounds pretty good.",30
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2442,It might not be perfect.,24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2443,It sounds a hell of a lot better than what we're doing now.,59
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2444,"So how about we go talk to your wife and say, okay, this is what's happening when I come home.",94
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2445,I would like it to be better.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2446,What would you like to have happened?,37
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2447,If you could have what you want it.,35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2448,"And so she sits down and she thinks, okay, if he comes home, what do I want to have happen?",91
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2449,"And then now you got two visions and you say, well, what would you like?",72
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2450,"And you listen and she says, what would you like?",49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2451,And you tell her?,17
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2452,"And then you think, can how can we bring these visions together?",64
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2453,"So not only do we both get what we want, but because we've brought them together, we even get more than we want.",112
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2454,"Well, who wouldn't agree to that unless they were even down?",60
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2455,And that's so exciting.,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2456,It's not a compromise.,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2457,It's a union of ideals.,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2458,That's even makes a better ideal.,33
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2459,"And then you get to come home and then then there's another rule that goes along with that, which is, please, dear, have the grace to allow me to do this stupidly and badly.",173
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2460,"Well, I learned at least 20 times.",34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2461,And I'll give you the same leeway.,34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2462,And then we'll practice stupidly for 20 times and we'll talk about it.,70
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2463,"And then maybe we'll get it right for the next 10,000 times.",60
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2464,Right.,6
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2465,"And you can do that with your whole, you can do that with your whole life and you can do that with your kids and you can do that with your family.",146
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2466,"I can't, it's not easy, but you can do.",39
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2467,It's a lot easier than the alternative.,39
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2468,Let me ask for some dating advice from Jordan Peterson.,55
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2469,How do you find on that topic the love of your life?,52
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2470,That's a good question.,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2471,"I was asked that multiple times on my tour, three times in a row.",65
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2472,"In fact, because we ask people to use this slide.",49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2473,"Oh, gadget.",11
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2474,That's a popular question too.,30
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2475,Very.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2476,It always came up to the top.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2477,And I got asked that three times in a row.,42
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2478,And I did to have a good answer.,32
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2479,"And then I thought, why don't I have a good answer?",51
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2480,"I thought, Oh, I know why?",26
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2481,Because that's a stupid question.,33
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2482,"So, so why?",11
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2483,Yeah.,5
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2484,Why?,4
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2485,Because it's putting the cart before the horse.,47
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2486,Here's the right question.,26
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2487,How do I make myself into the perfect date?,43
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2488,You answer that question and you will not have any problem answering the previous question.,91
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2489,"It's like, what I want in a partner.",36
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2490,Mm-hmm.,7
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2491,"If I offered everything I could do a partner, who would I be?",61
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2492,You work on that.,17
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2493,Ask that question.,18
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2494,Just ask.,9
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2495,"Just ask yourself, okay, I have to be the person that women would want.",71
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2496,"Okay, what do they want?",24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2497,Clean.,6
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2498,That's not a bad start.,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2499,Reasonably good physical shape.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2500,"So healthy, productive, generous, honest, willing to delay gratification.",73
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2501,So you dance with a woman.,26
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2502,"It's like, what's she doing?",28
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2503,What are you two doing?,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2504,"Well, it's a patterned, your, there's patterns happening around you.",68
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2505,"That's the music patterns, patterns of being.",45
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2506,That's the music.,17
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2507,"Now, can you align yourself with the patterns of being gracefully?",66
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2508,That's what she's checking out.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2509,And then can you do that with her?,34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2510,And then can you do that in a playful and attentive manner and keep your bloody hands to yourself for at least a minute?,120
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2511,And so can you dance in a playful manner?,41
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2512,It's like you can go through this in your imagination.,54
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2513,"And you know, you'll know, you know.",36
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2514,"And then you think, well, how far am I from those things?",57
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2515,"And the answer is usually, man, it's pretty horrible, abyss separating you from that ideal.",91
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2516,"But the harder you work on offering other people what they need and want, the more people will line up to play with you.",120
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2517,And so it's the wrong question.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2518,"It's like, how can I be the best partner possible?",50
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2519,"And then you think, well, if I do that, people will just take advantage of me.",78
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2520,"And that's the non-naive objection, right?",42
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2521,"Because the naive person think, well, I'll be good and everyone will treat me right.",84
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2522,"It's like the cynic says, no, I'll be good and someone will take me out.",72
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2523,"And then you think, well, what do you do about that objection?",62
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2524,"And the answer is, well, you factor that in.",44
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2525,"And that's why you're supposed to be, what is it?",49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2526,As soft as a dove and as wise as a serpent.,43
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2527,"It's like, I know your full of snakes.",38
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2528,I know it.,10
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2529,Maybe I know it more than you do.,33
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2530,But we'll play anyways.,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2531,And that's the risk.,20
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2532,That's right.,13
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2533,"Voluntarily, right?",19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2534,"It's like, and what's so cool about that is that even though the person you're dealing with is full of snakes, if you offer your hand in trust and it's real, you will evoke the best in them.",190
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2535,And that's true.,16
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2536,Even I dealt with people who are pretty damn criminal and pretty psychopathic and sometimes dangerously so.,107
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2537,"And you tread very lightly when you're dealing with someone like that, especially if they're intoxicated.",105
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2538,And even then your best bet is that alert trust.,48
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2539,It's the only fact.,19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2540,"The only thing I know that if I had one client who is a paranoid, he was paranoid psychopath.",93
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2541,That's a bad combination.,25
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2542,"He was a bad guy, man.",22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2543,He had like four restraining orders on him and restraining orders don't work on the sort of people that you put restraining orders on.,134
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2544,And he used to be harassed now.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2545,"And then by, you know, a bureaucrat in a bank with with delusions of power.",75
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2546,"And he would say to them, he he used that kind of act this out to me when I was talking to him, he'd say, I'm going to be here worst night.",139
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2547,And he meant it.,16
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2548,And he would do it.,19
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2549,"He had this obsessional psychopathic vengeance that was just like right there, paranoid to the hilt and paranoid people are hyperacute.",135
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2550,So they're watching you for any sign of deceit or manipulation.,63
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2551,And they're really good at it.,30
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2552,Because like they're 100% that's what paranoia is.,50
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2553,It's 100% focus on that.,24
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2554,"And even under those circumstances, if you step carefully enough, you can maybe you can avoid the acts.",103
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2555,That's a good thing to know if you ever meet someone truly dangerous.,69
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2556,Absolutely.,11
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2557,"I believe in that that being fragile nevertheless, taking that leap of trust towards another person, even when they're dangerous, especially when they're dangerous.",164
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2558,"If you care, if there's something there in those hills you want to find, then that's probably the only way you're going to find is taking that risk.",148
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2559,I have to ask you about Gu-Lag Archipelago by Sol-Je-Nitsen.,60
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2560,Let's speak to this very point.,31
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2561,There's so many layers of this book we could talk about it forever.,67
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2562,I'm sure in many ways we are talking about it forever.,54
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2563,"But there is sort of one of the themes captured in a few ways that was described to the book is that line between good and evil that runs through every human being as he writes, the line dividing good and evil cuts through the heart of every human being.",254
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2564,"During the life of any heart, this line keeps changing place.",61
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2565,"Sometimes it is squeezed one way to exuberant evil, and sometimes it shifts to allow enough space for good to flourish.",119
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2566,One in the same human being is at various ages under various circumstances a totally different human being.,107
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2567,"At times he's close to being a devil at times the sainthood, but his name doesn't change.",89
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2568,To that name we're described the whole lot good and evil.,57
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2569,What do you think about this line?,34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2570,"What do you think about this thing when we talked about if you give somebody a chance, you actually bring out the best of them?",127
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2571,What do you think about this other aspect that throughout time that lines shifts inside each person and you get to define that shift?,133
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2572,What do you think about this line?,34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2573,Are we all capable of evil?,27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2574,"Well, you know, the cosmic drama that's Satan versus Christ is like, well, who's that about?",92
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2575,If it's not about you.,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2576,"I'm speaking just as a psychologist or as a literary critic, those are characters at least they're that.",104
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2577,Are they human characters?,26
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2578,"Well, obviously, are they archetypal human characters?",54
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2579,Yes.,4
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2580,What does that mean cosmically and ontologically?,49
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2581,I don't know.,13
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2582,Is the world a story?,21
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2583,"Maybe, but the way stores are often told is the characters embody a stable.",75
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2584,Those are those are unsophistic not great literature though.,60
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2585,It's very rare in great literature.,35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2586,"What you have in great literature generally is the internal drama, right?",73
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2587,"In as the literature becomes more pop, I would say, the characters are more unitary.",84
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2588,So there's a real bad guy and he's all bad and there's a real good guy and he's all good.,89
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2589,And that's not as interesting.,30
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2590,It's not as sophisticated.,26
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2591,"If when you reach Dostoevsky and Heights in literary representation or Shakespearean Heights, you can identify with the villain.",128
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2592,And that's when literature really reaches its pinnacle in some sense.,69
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2593,And also the characters change throughout.,42
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2594,They shift throughout.,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2595,They're unpredictable throughout and taking the speaking of Russian more seriously recently.,92
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2596,And I've got the talk to translators of Dostoevsky and Tolstoy and Chakhov and those kinds of folks.,100
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2597,And you get to one of the mistakes that translators made with Dostoevsky for the longest time is they would quote unquote fix the chaotic mess that is Dostoevsky because there was a sense like he was too rushed in his writing.,226
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2598,It seemed like there was tangents that had nothing to do with anything.,71
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2599,The characters were unpredictable and not inconsistent.,55
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2600,"There's parts of phrases that seem to be incomplete, that kind of stuff.",72
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2601,And what they realize that is that's not that's actually crafted that way.,74
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2602,"It's not, you know, it's like editing James Joyce like Finnegan's Wake or something because it doesn't make any sense.",118
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2603,They realize that that is the magic of it.,42
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2604,That captures the humanity of these characters that they are unpredictable.,75
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2605,They change throughout time.,28
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2606,There's a bunch of contradictions.,34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2607,"On which point I got to ask, is there a case to be made that Brothers Karmazov is the greatest book of a read?",110
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2608,"Yeah, there's a case to be made for that.",41
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2609,"I don't know, is it better than crime and punishment?",53
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2610,"Yes, yeah.",10
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2611,You think so?,13
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2612,"Why do you, I'm not arguing with it.",36
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2613,Why do you think that?,22
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2614,"Well, it's every book is a person.",34
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2615,Some of my best friends are inside that book.,45
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2616,"Yeah, it's an amazing book.",27
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2617,There's no doubt about it.,26
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2618,I think it's some books are defined by your personal relationship with them.,76
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2619,"And that one was definitive and I almost graduated to that one because for the longest time, the idiot was my favorite book of all because I identified with ideas represented by Prince Michigan.",194
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2620,I don't know if I identified.,29
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2621,"Oh, that's interesting.",23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2622,To Prince Michigan as a human being.,36
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2623,The Holy Fool.,14
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2624,The Fool.,9
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2625,"Because the world, kind of my whole life still kind of sees me saw me in my perception.",87
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2626,My narrow perception is kind of the fool.,41
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2627,And I different from the interpretation that a lot of people take of this book.,79
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2628,"I see him as a kind of hero to be definitely to be a naive quote unquote fool, but really just the naive optimist and naïve in the best possible way.",149
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2629,I do believe that that's childlike.,35
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2630,"Yeah, childlike is a better.",28
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2631,So naïve is usually seen as it's childish naïve.,48
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2632,"Yeah, but childlike.",20
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2633,That's why no one enters the kingdom of heaven unless they become like a child.,79
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2634,That's Prince Michigan.,23
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2635,"Dusty, you knew that.",21
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2636,So that's why you like the idiot.,33
"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313",2637,That's so interesting.,22
